study_accession	parent_study_accession	tax_id
PRJNA699006		
PRJNA703303	PRJEB40770	
PRJNA714891	PRJNA9559	10090
PRJNA716780		408170
PRJNA717177	PRJNA49537	9925
PRJNA718888	PRJNA9559	10090
PRJNA720655	PRJNA9558	9606
PRJNA720750		
PRJNA721376	PRJNA723593;PRJNA9559	10090
PRJNA721377	PRJNA723593;PRJNA9559	10090
PRJNA721379	PRJNA723593;PRJNA9559	10090
PRJNA721380	PRJNA723593;PRJNA9559	10090
PRJNA72355		749906
PRJNA723597	PRJNA723593;PRJNA9559	10090
PRJNA733065	PRJNA733119;PRJNA9559	10090
PRJNA733119		
PRJNA733125	PRJNA733119;PRJNA9559	10090
PRJNA735532	PRJNA735530;PRJNA9559	10090
PRJNA739200	PRJNA9559	10090
PRJNA739693	PRJNA9559	10090
PRJNA739893	PRJNA9559	10090
PRJNA742544	PRJNA9559	10090
PRJNA745189		
PRJNA748262		
PRJNA753865		
PRJNA757538	PRJNA9559	10090
PRJNA761714		
PRJNA762040	PRJNA762275;PRJNA9559	10090
PRJNA762283	PRJNA762275;PRJNA9559	10090
PRJNA764669	PRJNA9558	9606
PRJNA766327		
PRJNA766691	PRJNA766689;PRJNA9558	9606
PRJNA766692	PRJNA766689;PRJNA9558	9606
PRJNA777896	PRJNA778068;PRJNA9559	10090
PRJNA778074	PRJNA778068;PRJNA9559	10090
PRJNA778075	PRJNA778068;PRJNA9559	10090
PRJNA780795		
PRJNA780803	PRJNA780795;PRJNA9559	10090
PRJNA780804	PRJNA780795;PRJNA9559	10090
PRJNA782172		
PRJNA783025	PRJNA9559	10090
PRJNA783063		1602388
PRJNA784538		
PRJNA78659		433724
PRJNA797363	PRJNA723593;PRJNA9559	10090
PRJNA797373	PRJNA723593;PRJNA9559	10090
PRJNA800045	PRJNA897953;PRJNA9558	9606
PRJNA801469		
PRJNA801476	PRJNA801469;PRJNA9559	10090
PRJNA801477	PRJNA801469;PRJNA9559	10090
PRJNA801478	PRJNA801469;PRJNA9559	10090
PRJNA802047	PRJNA9559	10090
PRJNA802366	PRJNA9559	10090
PRJNA804431		
PRJNA811129	PRJNA9559	10090
PRJNA813509	PRJNA9559	10090
PRJNA815965		410661
PRJNA821237	PRJEB40770	256318
PRJNA821601	PRJNA9559	10090
PRJNA824504	PRJNA824497;PRJNA9559	10090
PRJNA824505	PRJNA824497;PRJNA9559	10090
PRJNA824506	PRJNA824497;PRJNA9559	10090
PRJNA830342	PRJNA9559	10090
PRJNA841453	PRJNA9559	10090
PRJNA843996	PRJNA10621;PRJNA843994	10116
PRJNA843997	PRJNA10621;PRJNA843994	10116
PRJNA847214	PRJNA9559	10090
PRJNA852230		2705415
PRJNA859176	PRJNA9558	9606
PRJNA860544	PRJNA163195;PRJNA860534	145282
PRJNA867689	PRJNA9558	9606
PRJNA868302	PRJNA9559	10090
PRJNA877127		410661
PRJNA880577	PRJNA880544;PRJNA9559	10090
PRJNA880578	PRJNA880544;PRJNA9559	10090
PRJNA888206		
PRJNA899856	PRJNA9559	10090
PRJNA903180	PRJNA12902	8030
PRJNA903379	PRJNA9559	10090
PRJNA913181	PRJNA9559	10090
PRJNA918351	PRJNA9558	9606
PRJNA941264		749906
PRJNA945425	PRJNA9558	9606
PRJDB13184		506599
PRJDB13394		2705415
PRJDB14660		410661
PRJDB15301	PRJNA12338	1311
PRJDB16011		256318
PRJEB1000	PRJNA160767	1262838
PRJEB1002	PRJNA184378	1262906
PRJEB1005	PRJNA164227	1262863
PRJEB1009	PRJNA207240	1262993
PRJEB1010	PRJNA160767	1262840
PRJEB1013	PRJNA160767	1262842
PRJEB1015	PRJNA164141	1262901
PRJEB1032	PRJNA160767	1262845
PRJEB1035	PRJNA160767	1262847
PRJEB1046	PRJNA160759	1262708
PRJEB1820		
PRJEB19225		
PRJEB19272		
PRJEB19279		
PRJEB31485		
PRJEB32288		
PRJEB41104		
PRJEB42558		
PRJEB54901		
PRJEB55470		
PRJEB55804		
PRJEB58441		
PRJEB59450		
PRJEB59709		
PRJEB6161		
PRJNA248225		408170
PRJNA260024		1202446
PRJNA260425		1510822
PRJNA262496		408170
PRJNA274003		1602388
PRJNA274217		410661
PRJNA285324		1602388
PRJNA285379		408170
PRJNA288098		749906
PRJNA313201		749906
PRJNA314141		506599
PRJNA314708		749906
PRJNA315608		749906
PRJNA315622		408170
PRJNA327275		1510822
PRJNA327786	PRJNA10804	
PRJNA328016		
PRJNA328525		749906
PRJNA366468		749906
PRJNA366531		749906
PRJNA366538		749906
PRJNA366617		749906
PRJNA380029		1588881
PRJNA380082	PRJNA10621	10116
PRJNA390161		496923
PRJNA390455		1510822
PRJNA392271		
PRJNA405527		1861841
PRJNA405530		1580551
PRJNA430504	PRJNA78065	307972
PRJNA434003		
PRJNA444892		1861841
PRJNA444900		1861841
PRJNA445852		
PRJNA448737		
PRJNA470621		1441287
PRJNA484418		
PRJNA523560		
PRJNA550306		
PRJNA560518		749906
PRJNA561659		410661
PRJNA562235		
PRJNA564446		
PRJNA564897		
PRJNA565906		749906
PRJNA574261		1861841
PRJNA574262		1861841
PRJNA577136		
PRJNA577276		
PRJNA577541		
PRJNA579072		410661
PRJNA588663		
PRJNA588669		
PRJNA588672		
PRJNA588675		
PRJNA588683		
PRJNA588689		
PRJNA589139		
PRJNA601460		
PRJNA603756		
PRJNA604218		
PRJNA604894		
PRJNA655672	PRJNA84379	30732
PRJNA669074		
PRJNA669571		
PRJNA680670		
PRJNA680803		
PRJNA681421		749906
PRJNA681702	PRJNA35751	1398
PRJNA682076		
PRJNA693850		
PRJNA694016		
PRJNA694814		
PRJNA695386		
PRJNA695539		749906
PRJNA722312		
PRJNA723028		
PRJNA723326		
PRJNA732929		
PRJNA733224		
PRJNA735927		
PRJNA736460		
PRJNA737149		
PRJNA737691		
PRJNA748004		
PRJNA748216		
PRJNA748835	PRJNA749101	597212
PRJNA749127		
PRJNA749246		
PRJNA812367		
PRJNA812732	PRJNA43379	7959
PRJNA812747		
PRJNA826961		
PRJNA850634	PRJNA9558	9606
PRJNA851233		
PRJNA851540		
PRJNA853856		
PRJNA863067		
PRJNA864033		
PRJNA866162		
PRJNA878638		
PRJNA878703		
PRJNA917693		
PRJNA944274		3054208
PRJNA944412		
PRJNA944621		
PRJNA971184	PRJNA12299	32022
PRJNA972422		
PRJNA972431		
PRJNA984750		
PRJNA985384		
PRJNA985901		
PRJNA986048		
PRJNA986833	PRJNA35225	818
PRJNA997469	PRJNA9555	7460
PRJNA999361		
PRJNA999362		
PRJDB11847		506599
PRJDB14449		7869
PRJDB14669	PRJNA9559	10090
PRJDB14692		410661
PRJEB1001	PRJNA164137	1262751
PRJEB1003	PRJNA207231	1262974
PRJEB1007	PRJNA207234	1262909
PRJEB1011	PRJNA160767	1262841
PRJEB1012	PRJNA207243	1263080
PRJEB1020	PRJNA164189	1262698
PRJEB1028	PRJNA207267	1262990
PRJEB1033	PRJNA160767	1262846
PRJEB10336		
PRJEB1034	PRJNA164159	1262688
PRJEB1040	PRJNA207202	1262988
PRJEB1041	PRJNA184378	1262908
PRJEB1043	PRJNA160767	1262849
PRJEB10712		
PRJEB1226	PRJNA35453	1273133
PRJEB12370		
PRJEB12383		
PRJEB12384		
PRJEB12545		
PRJEB13172		
PRJEB13578		
PRJEB13938		
PRJEB14602		
PRJEB14671		
PRJEB14780		
PRJEB15058		
PRJEB15125		
PRJEB15349		
PRJEB15459		
PRJEB15485		
PRJEB15613		
PRJEB17507		
PRJEB2063		
PRJEB22139		
PRJEB22242		
PRJEB22686		
PRJEB23001		
PRJEB23735		
PRJEB24891		
PRJEB26961		
PRJEB27124		
PRJEB27167		
PRJEB27397		
PRJEB27456		
PRJEB27574		
PRJEB28151		
PRJEB28216		
PRJEB28482		
PRJEB28572		
PRJEB2927		
PRJEB29378		
PRJEB29970		
PRJEB29977		
PRJEB30301		
PRJEB32084		
PRJEB32658		
PRJEB32927		
PRJEB3359		
PRJEB33803		
PRJEB35369		
PRJEB36948		
PRJEB36995		
PRJEB37623		
PRJEB37799		
PRJEB37954		
PRJEB38890		
PRJEB42906		
PRJEB42918		
PRJEB42924		
PRJEB43655		
PRJEB43707		
PRJEB43933		
PRJEB44101		
PRJEB44902		
PRJEB44906		
PRJEB45069		
PRJEB45093		
PRJEB45239		
PRJEB45299		
PRJEB46072		
PRJEB46149		
PRJEB46936		
PRJEB47543		
PRJEB47557		
PRJEB49356		
PRJEB55268		
PRJEB56519		
PRJEB57195		
PRJEB58200		
PRJEB58222		
PRJEB58333		
PRJEB58681		
PRJEB59547		
PRJEB59727		
PRJEB59811		
PRJEB59984		
PRJEB676	PRJNA160767	1262769
PRJEB678	PRJNA160767	1262770
PRJEB682	PRJNA160877	1262918
PRJEB684	PRJNA164181	1262916
PRJEB687	PRJNA207178	1262903
PRJEB688	PRJNA207183	1263043
PRJEB690	PRJNA202946	1263000
PRJEB691	PRJNA160877	1262920
PRJEB692	PRJNA202947	1262896
PRJEB694	PRJNA164071	1262878
PRJEB697	PRJNA160877	1262921
PRJEB698	PRJNA207193	1263057
PRJEB699	PRJNA160767	1262771
PRJEB700	PRJNA207143	1263078
PRJEB704	PRJNA207146	1263002
PRJEB708	PRJNA207151	1263104
PRJEB711	PRJNA160877	1262922
PRJEB712	PRJNA207155	1263063
PRJEB715	PRJNA160767	1262775
PRJEB716	PRJNA207166	1262986
PRJEB717	PRJNA207167	1263090
PRJEB718	PRJNA164195	1262874
PRJEB724	PRJNA160767	1262776
PRJEB729	PRJNA164189	1262692
PRJEB731	PRJNA207184	1263039
PRJEB732	PRJNA164071	1262881
PRJEB740	PRJNA207148	1263007
PRJEB741	PRJNA164109	1262952
PRJEB743	PRJNA164071	1262882
PRJEB744	PRJNA207149	1262942
PRJEB747	PRJNA164137	1262737
PRJEB749	PRJNA164071	1262883
PRJEB751	PRJNA160749	1262690
PRJEB752	PRJNA207149	1262943
PRJEB753	PRJNA164171	1262912
PRJEB755	PRJNA164071	1262884
PRJEB756	PRJNA207154	1263045
PRJEB759	PRJNA207160	1263037
PRJEB760	PRJNA207161	1263052
PRJEB761	PRJNA207162	1263009
PRJEB766	PRJNA160767	1262780
PRJEB767	PRJNA207172	1263042
PRJEB7981		256318
PRJEB799	PRJNA207211	1262684
PRJEB800	PRJNA164189	1262693
PRJEB804	PRJNA207222	1263015
PRJEB805	PRJNA160767	1262789
PRJEB809	PRJNA160877	1262924
PRJEB810	PRJNA207228	1263073
PRJEB811	PRJNA48533	1263101
PRJEB817	PRJNA160767	1262792
PRJEB820	PRJNA207149	1262944
PRJEB822	PRJNA160767	1262795
PRJEB824	PRJNA207149	1262945
PRJEB830	PRJNA186391	1262761
PRJEB831	PRJNA207251	1263044
PRJEB833	PRJNA160791	1262969
PRJEB835	PRJNA164109	1262954
PRJEB841	PRJNA207268	1263020
PRJEB842	PRJNA207269	1263069
PRJEB843	PRJNA160767	1262797
PRJEB844	PRJNA207205	1262975
PRJEB845	PRJNA160767	1262798
PRJEB848	PRJNA160767	1262800
PRJEB849	PRJNA207195	1262869
PRJEB851	PRJNA207197	1262983
PRJEB852	PRJNA207203	1263085
PRJEB853	PRJNA164195	1262877
PRJEB854	PRJNA173799	1262757
PRJEB856	PRJNA207209	1263086
PRJEB865	PRJNA207205	1262976
PRJEB866	PRJNA164231	1262852
PRJEB868	PRJNA207223	1263054
PRJEB869	PRJNA164109	1262958
PRJEB876	PRJNA207233	1263022
PRJEB877	PRJNA160767	1262805
PRJEB879	PRJNA164189	1262695
PRJEB881	PRJNA164141	1262899
PRJEB882	PRJNA160767	1262807
PRJEB884	PRJNA160767	1262808
PRJEB886	PRJNA207149	1262947
PRJEB888	PRJNA160767	1262810
PRJEB889	PRJNA207246	1263024
PRJEB892	PRJNA207252	1263025
PRJEB894	PRJNA160767	1262812
PRJEB895	PRJNA207149	1262948
PRJEB900	PRJNA207206	1262759
PRJEB9000		
PRJEB901	PRJNA160877	1262927
PRJEB906	PRJNA207270	1262987
PRJEB909	PRJNA160767	1262815
PRJEB910	PRJNA164203	1262979
PRJEB911	PRJNA160767	1262816
PRJEB912	PRJNA207198	1263066
PRJEB913	PRJNA164189	1262696
PRJEB914	PRJNA173799	1262758
PRJEB918	PRJNA160767	1262817
PRJEB919	PRJNA176172	1262700
PRJEB921	PRJNA164137	1262741
PRJEB924	PRJNA207213	1263028
PRJEB927	PRJNA164109	1262960
PRJEB929	PRJNA207220	1263030
PRJEB931	PRJNA207221	1263047
PRJEB933	PRJNA207226	1263089
PRJEB934	PRJNA164109	1262961
PRJEB936	PRJNA160767	1262820
PRJEB937	PRJNA160767	1262821
PRJEB938	PRJNA164109	1262962
PRJEB939	PRJNA207230	1263087
PRJEB940	PRJNA160767	1262822
PRJEB941	PRJNA160767	1262823
PRJEB942	PRJNA164109	1262963
PRJEB943	PRJNA160767	1262824
PRJEB944	PRJNA164071	1262890
PRJEB945	PRJNA207237	1262997
PRJEB946	PRJNA207195	1262871
PRJEB948	PRJNA160767	1262825
PRJEB951	PRJNA164137	1262743
PRJEB953	PRJNA164109	1262964
PRJEB955	PRJNA160877	1262932
PRJEB956	PRJNA164139	1262855
PRJEB960	PRJNA160877	1262933
PRJEB964	PRJNA160767	1262829
PRJEB967	PRJNA160767	1262830
PRJEB972	PRJNA164141	1262900
PRJEB973	PRJNA207274	1262994
PRJEB974	PRJNA164137	1262746
PRJEB975	PRJNA207275	1263071
PRJEB9754		
PRJEB976	PRJNA207199	1263036
PRJEB977	PRJNA160767	1262831
PRJEB978	PRJNA207200	1263035
PRJEB979	PRJNA207201	1263059
PRJEB980	PRJNA164139	1262856
PRJEB982	PRJNA207206	1262760
PRJEB988	PRJNA207214	1263084
PRJEB993	PRJNA160877	1262934
PRJEB996	PRJNA164137	1262750
PRJEB997	PRJNA160877	1262935
PRJEB998	PRJNA164071	1262892
PRJEB999	PRJNA160767	1262837
PRJNA1007568		
PRJNA1009990		
PRJNA1010097		
PRJNA1010460		
PRJNA126869	PRJNA9558	9606
PRJNA190103		749906
PRJNA190111		749906
PRJNA191142		749906
PRJNA193332		749906
PRJNA209309		410661
PRJNA209990		410661
PRJNA230688		749906
PRJNA230753		749906
PRJNA240307		408170
PRJNA243036		749906
PRJNA244909		1436733
PRJNA244912		410661
PRJNA246121		408170
PRJNA251640		506599
PRJNA255875		1510822
PRJNA258258		410661
PRJNA258466		1202446
PRJNA258574		749906
PRJNA259407		410658
PRJNA259829		408170
PRJNA261340		749906
PRJNA266922		410661
PRJNA268127		749906
PRJNA268136		1510822
PRJNA273151		506599
PRJNA275110		749906
PRJNA276956		749906
PRJNA285008		1660082
PRJNA285059		506599
PRJNA286265		749906
PRJNA286917		1202446
PRJNA287549		
PRJNA287635		433724
PRJNA287918		749906
PRJNA288562		646099
PRJNA289122		410661
PRJNA289186		408170
PRJNA289884		1202446
PRJNA300570	PRJNA10708	9913
PRJNA300909		506599
PRJNA301751	PRJNA301910	77169
PRJNA301769		749906
PRJNA305968		749906
PRJNA305969		749906
PRJNA307458	PRJNA49537	749906
PRJNA308760		410661
PRJNA308846		408170
PRJNA309340	PRJNA170598	7370
PRJNA309470		408170
PRJNA309674		410661
PRJNA311098		506599
PRJNA313530		1202446
PRJNA314251	PRJNA10708	9913
PRJNA315868		506599
PRJNA316059		749906
PRJNA319817	PRJNA73311	749906
PRJNA319903		749906
PRJNA326555		749906
PRJNA327565		
PRJNA328066		410661
PRJNA328263		
PRJNA329271		
PRJNA350266	PRJNA10621	10116
PRJNA362288		1861841
PRJNA362657		1861841
PRJNA362964		
PRJNA364439		410661
PRJNA364442		410661
PRJNA364443		410661
PRJNA364452		410661
PRJNA364551		410661
PRJNA365072		1580551
PRJNA365077		1580551
PRJNA365080		1580551
PRJNA373898		749906
PRJNA378168		
PRJNA378428		1861841
PRJNA378457	PRJNA18993	1613
PRJNA378589		506599
PRJNA378861		749906
PRJNA380693	PRJNA12319	562
PRJNA383077		749906
PRJNA388566		
PRJNA390656	PRJNA29811	1352
PRJNA391131	PRJNA9559	10090
PRJNA392600		1602388
PRJNA393759		
PRJNA394742	PRJNA9559	10090
PRJNA394822		749906
PRJNA397041		
PRJNA397174		749906
PRJNA401008		
PRJNA401031	PRJNA10621	10116
PRJNA401061		1202446
PRJNA410281		506599
PRJNA411910		1602388
PRJNA413075		749906
PRJNA415332	PRJNA35263	615
PRJNA417343		
PRJNA417964	PRJNA10726	9615
PRJNA418038		
PRJNA418129		
PRJNA427318		
PRJNA427618		1861841
PRJNA427963		
PRJNA430017	PRJNA12307	1396
PRJNA430883		646099
PRJNA432461	PRJNA432616	229677
PRJNA434195		433724
PRJNA434327		
PRJNA439151		
PRJNA444891		1861841
PRJNA444893		1861841
PRJNA444894		1861841
PRJNA444898		1861841
PRJNA444899		1861841
PRJNA444901		1861841
PRJNA444902		1861841
PRJNA444903		1861841
PRJNA444904		1861841
PRJNA444905		1861841
PRJNA444908		1861841
PRJNA445065	PRJNA12975	6689
PRJNA448034		
PRJNA448808		1510822
PRJNA448950		1616037
PRJNA470605		
PRJNA47125	PRJNA20875;PRJNA28331	749489
PRJNA47127	PRJNA20875;PRJNA28331	749490
PRJNA47129	PRJNA20875;PRJNA28331	749491
PRJNA47133	PRJNA20875;PRJNA28331	749493
PRJNA47141	PRJNA20875;PRJNA28331	749494
PRJNA47143	PRJNA20875;PRJNA28331	749495
PRJNA480119		408170
PRJNA480143		
PRJNA480372	PRJNA10621	10116
PRJNA480675	PRJNA12536	9544
PRJNA480913		
PRJNA481567		
PRJNA481984		
PRJNA482928		
PRJNA483255		1861841
PRJNA490407		256318
PRJNA493876		
PRJNA494384		
PRJNA494958		
PRJNA495080		2212563
PRJNA495706		1510822
PRJNA495720		
PRJNA496491	PRJNA80329	10212
PRJNA520899		408170
PRJNA521105	PRJNA9559	10090
PRJNA521326		749906
PRJNA530528		
PRJNA530941		
PRJNA531148		
PRJNA533204		1681198
PRJNA533250		
PRJNA533735		
PRJNA533754		
PRJNA533934		
PRJNA534062		
PRJNA534088		
PRJNA534536		506599
PRJNA534537		506599
PRJNA534538		506599
PRJNA535434	PRJNA12339	287
PRJNA540110		
PRJNA540280		
PRJNA545140		
PRJNA548240		
PRJNA548461		
PRJNA548995		2
PRJNA549007	PRJNA207009;PRJNA320007;PRJNA326990	175245
PRJNA550464		1436733
PRJNA554264		
PRJNA557272		410661
PRJNA559062		
PRJNA559354		
PRJNA562319		
PRJNA562511		
PRJNA562703	PRJNA9559	10090
PRJNA564890		410661
PRJNA566053		
PRJNA566060		
PRJNA576913		1436733
PRJNA578601		749906
PRJNA578665	PRJNA9506	3702
PRJNA578813		
PRJNA588668		
PRJNA588670		
PRJNA604078		
PRJNA604899		
PRJNA604916		
PRJNA605091		
PRJNA608721		749906
PRJNA609610		
PRJNA615125		
PRJNA615250		
PRJNA615276		
PRJNA616162		749906
PRJNA629662		1202446
PRJNA660528		
PRJNA662009		1861841
PRJNA662616		
PRJNA663035		
PRJNA665058		
PRJNA666179	PRJNA687087	27294
PRJNA666945		
PRJNA667127		410661
PRJNA668559	PRJNA9559	10090
PRJNA668831		408170
PRJNA674573		1202446
PRJNA67873		77133
PRJNA679208		
PRJNA680230		1297885
PRJNA680377		
PRJNA680390		
PRJNA680671		408170
PRJNA681129	PRJNA9559	10090
PRJNA681516	PRJEB40772	
PRJNA681600		
PRJNA682288		1510822
PRJNA682413		
PRJNA683880		
PRJNA683975		
PRJNA683977		
PRJNA686075		
PRJNA689297		
PRJNA693106		
PRJNA693190		
PRJNA694038		256318
PRJNA694688		
PRJNA694787		749906
PRJNA695061		
PRJNA697754		749906
PRJNA700107		
PRJNA701045		
PRJNA701121	PRJNA9558	9606
PRJNA701438		
PRJNA701907		
PRJNA702480		
PRJNA704289		
PRJNA704802		
PRJNA705695		
PRJNA705696	PRJNA705693;PRJNA9559	10090
PRJNA706108		
PRJNA706116		
PRJNA707012		410661
PRJNA707611		
PRJNA713214		749906
PRJNA713238		749906
PRJNA714201		410661
PRJNA714304	PRJNA10804	9031
PRJNA715347		
PRJNA715376		
PRJNA715619		
PRJNA715766		408170
PRJNA716608		
PRJNA718125		
PRJNA718176		
PRJNA718398		
PRJNA718522		
PRJNA718558		
PRJNA718998		
PRJNA719282		
PRJNA720771		
PRJNA723235		
PRJNA723264		
PRJNA725203		
PRJNA725340		
PRJNA726032		646099
PRJNA728534		
PRJNA728859		749906
PRJNA729624		
PRJNA732245	PRJNA10804	9031
PRJNA732427	PRJEB40770	
PRJNA732535		
PRJNA733893		
PRJNA734289	PRJNA36949	749906
PRJNA736329		
PRJNA739837		410661
PRJNA748076		
PRJNA748102		1861841
PRJNA770810		
PRJNA770880	PRJNA12335	1682
PRJNA771247	PRJNA9559	10090
PRJNA771940		
PRJNA772002		
PRJNA782184		
PRJNA783381	PRJNA10709	9940
PRJNA783413	PRJNA9559	10090
PRJNA783719		
PRJNA783956		
PRJNA784012	PRJNA10804	9031
PRJNA784394		
PRJNA784649		
PRJNA784725		408170
PRJNA785737		
PRJNA786611		408170
PRJNA786689		
PRJNA786913		
PRJNA792023		506600
PRJNA793990		
PRJNA795059		
PRJNA797357		
PRJNA797445		
PRJNA797640		408170
PRJNA798920		
PRJNA799170		
PRJNA810331		
PRJNA811176		
PRJNA811374		
PRJNA811385		
PRJNA820539		
PRJNA820571		
PRJNA822659		1234904
PRJNA824314		
PRJNA825120		
PRJNA825466	PRJNA9557	7955
PRJNA825751		
PRJNA831628		
PRJNA831634		
PRJNA831646		
PRJNA832068	PRJNA164137	2937417
PRJNA833662		
PRJNA836942		749906
PRJNA837018		
PRJNA837083		1588881
PRJNA837902		
PRJNA839104		1541066
PRJNA839617		410661
PRJNA839724		
PRJNA843351	PRJNA9558	9606
PRJNA843673		
PRJNA843963		
PRJNA846684		
PRJNA846968	PRJNA9559	10090
PRJNA848282		
PRJNA848287		
PRJNA848688	PRJNA9559	10090
PRJNA850658	PRJNA9558	9606
PRJNA850819		
PRJNA850881		
PRJNA851287		2
PRJNA851375		
PRJNA852339		
PRJNA852373		
PRJNA852883		
PRJNA853150		
PRJNA853622	PRJNA853844	6453
PRJNA855110		
PRJNA857981		
PRJNA865106	PRJNA10709	9940
PRJNA865655		
PRJNA866988		
PRJNA868153		
PRJNA878946	PRJNA29811	1352
PRJNA879935		
PRJNA904068		408170
PRJNA904554		
PRJNA906087		410661
PRJNA906202		
PRJNA906271		408170
PRJNA908214		
PRJNA908295	PRJNA12335	216816
PRJNA908301	PRJNA9558	9606
PRJNA908738		
PRJNA918338		749906
PRJNA918340		749906
PRJNA918570		
PRJNA940212		
PRJNA940413		
PRJNA940650		
PRJNA940923		
PRJNA941236	PRJNA9555	7460
PRJNA941305		
PRJNA942071		
PRJNA942093		
PRJNA942500		
PRJNA942591		
PRJNA950895		
PRJNA951275		
PRJNA951496		1861841
PRJNA951531		717931
PRJNA954707		
PRJNA955002		
PRJNA955021		
PRJNA955024		
PRJNA956158		
PRJNA956530		
PRJNA965886		
PRJNA968019		
PRJNA971252		
PRJNA978830	PRJNA10709	9940
PRJNA978990		
PRJNA982402		
PRJNA984334		
PRJNA984806		
PRJNA985664		
PRJNA986915		408170
PRJNA996159		
PRJNA996590		
PRJNA996958		
PRJNA997714		506600
PRJNA997738		
PRJNA997754		1510822
PRJNA997778		
PRJNA999388		
PRJDB10124		1202446
PRJDB10381		939928
PRJDB10504	PRJNA10804	9031
PRJDB10519		1510822
PRJDB10581		646099
PRJDB10641		506599
PRJDB10642		506599
PRJDB10703		749906
PRJDB10841		2592666
PRJDB10865		410661
PRJDB10892		1904483
PRJDB10905		646099
PRJDB10963		749906
PRJDB10970		749906
PRJDB11061		1202446
PRJDB11166		410661
PRJDB11304		1861841
PRJDB11342		410661
PRJDB11386		1077527
PRJDB11394		1861841
PRJDB11589	PRJNA9555	7460
PRJDB11864		506599
PRJDB12016	PRJNA9559	10090
PRJDB12031		408170
PRJDB12063		646099
PRJDB12192		410661
PRJDB12333		749906
PRJDB12701		1775950
PRJDB12942		749906
PRJDB13112		408170
PRJDB13451		506599
PRJDB15127		410661
PRJDB15566	PRJNA73305	90313
PRJDB15582		408169
PRJDB16053		410661
PRJDB16057		749906
PRJDB1856		749906
PRJDB2036		408170
PRJDB2931		358574
PRJDB3207		410661
PRJDB3864		433733
PRJDB3915		1510822
PRJDB3951		749906
PRJDB4028		506599
PRJDB4064		408170
PRJDB4350		410661
PRJDB4636		408170
PRJDB4871		408170
PRJDB4897	PRJNA176174	1622
PRJDB5108		410661
PRJDB5739		256318
PRJDB5748		749906
PRJDB5869		1833763
PRJDB5939		433724
PRJDB6393		410661
PRJDB6479		410661
PRJDB6620		410661
PRJDB6782		1775950
PRJDB7203		749906
PRJDB7292		749906
PRJDB7295		408170
PRJDB7297		749906
PRJDB7328		410661
PRJDB7361		410661
PRJDB7362		410661
PRJDB7424		1699855
PRJDB7464	PRJNA507302	1472416
PRJDB7545	PRJNA21073	573
PRJDB7573		1861841
PRJDB7613		652676
PRJDB7628		2
PRJDB7748		408170
PRJDB7891		749906
PRJDB7910		749906
PRJDB7938		749906
PRJDB8001		408170
PRJDB8041		410661
PRJDB8058		408170
PRJDB8081		408170
PRJDB8497		410661
PRJDB8533		1436733
PRJDB8571		506599
PRJDB8606		408170
PRJDB8636		1861841
PRJDB8639		408170
PRJDB8686	PRJNA9559	10090
PRJDB8790		1861841
PRJDB8995		410661
PRJDB9049		408170
PRJDB9250		1202446
PRJDB9265		447426
PRJDB9344		1202446
PRJDB9393		408170
PRJDB9539		1588881
PRJDB9755		506599
PRJDB9880		410661
PRJEB1014	PRJNA160767	1262843
PRJEB1018	PRJNA164139	1262857
PRJEB1027	PRJNA207261	1262991
PRJEB1030	PRJNA164109	1262967
PRJEB1037	PRJNA164137	1262753
PRJEB1039	PRJNA207194	1262989
PRJEB1042	PRJNA160767	1262848
PRJEB1758		
PRJEB17608		
PRJEB17612		
PRJEB17613		
PRJEB17883		
PRJEB18269		
PRJEB18577		
PRJEB18680		
PRJEB18687		
PRJEB18753		
PRJEB18951		
PRJEB19476		
PRJEB19488		
PRJEB19492		
PRJEB19502		
PRJEB30025		
PRJEB30557		
PRJEB30560		
PRJEB30661		
PRJEB30910		
PRJEB30974		
PRJEB31919		
PRJEB31999		
PRJEB32223		
PRJEB32736		
PRJEB32780		
PRJEB40095		
PRJEB40530		
PRJEB40538		
PRJEB40552		
PRJEB40649		
PRJEB40720		
PRJEB40787		
PRJEB41100		
PRJEB41326		
PRJEB41378		
PRJEB41436		
PRJEB42310		
PRJEB42631		
PRJEB42664		
PRJEB42693		
PRJEB43110		
PRJEB43132		
PRJEB43139		
PRJEB43545		
PRJEB43842		
PRJEB44113		
PRJEB44227		
PRJEB44538		
PRJEB45052		
PRJEB45070		
PRJEB45651		
PRJEB46578		
PRJEB46597		
PRJEB46901		
PRJEB50016		
PRJEB50040	PRJEB40770	
PRJEB50052		
PRJEB50155		
PRJEB50340		
PRJEB50353		
PRJEB50397		
PRJEB50625		
PRJEB50958		
PRJEB51019		
PRJEB51127		
PRJEB51233		
PRJEB51251		
PRJEB51290		
PRJEB51314		
PRJEB51322		
PRJEB51549		
PRJEB51632		
PRJEB51728		
PRJEB51948		
PRJEB51984		
PRJEB52147		
PRJEB52151		
PRJEB52300	PRJEB47249	
PRJEB52306		
PRJEB52544		
PRJEB52720		
PRJEB52815		
PRJEB52921		
PRJEB53027		
PRJEB53275		
PRJEB53627		
PRJEB53628		
PRJEB53668		
PRJEB53718		
PRJEB53825		
PRJEB54073		
PRJEB54595		
PRJEB54631		
PRJEB54736		
PRJEB55090		
PRJEB55462		
PRJEB55607		
PRJEB55714		
PRJEB55869		
PRJEB56074		
PRJEB56382		
PRJEB56746		
PRJEB57404		
PRJEB57587		
PRJEB58195		
